url,numeroOffre,titreOffre,nomEntreprise,aPourvoirLe,communeEmploi,experience,niveauFormation,diplome,nbPostes,datePublication,typecontrat,province,latitude,longitude,urlgooglemap
https://emploi.gouv.nc/offres/2020-06-004960,2020-06-004960,'Secrétaire de direction bilingue','Anonyme',2020/06/12,'Mont-Dore (Le)','Au moins 5 ans','Bac +2','BTS OU DEUG',1,2020/06/12,'CDD évolutif',Sud,-22.2265112,166.5255445,"https://www.google.fr/maps/place/Le+Mont-Dore,+Nouvelle-Cal%C3%A9donie/@-22.2737329,166.5637393,14z/data=!3m1!4b1!4m5!3m4!1s0x6c280f441ffd9e7d:0x5ee9a25d8268a16a!8m2!3d-22.2628708!4d166.5690519"
https://emploi.gouv.nc/offres/2020-06-004955,2020-06-004955,'Mécanicien / Mécanicienne de maintenance industrielle','Anonyme',2020/06/12,'Nouméa','Au moins 5 ans',"'CAP, BEP'",'',1,2020/06/12,'CDI',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004952,2020-06-004952,'Chauffeur / Chauffeuse de poids lourd','Anonyme',2020/06/12,'Nouméa','Au moins 5 ans','Aucune formation scolaire','',1,2020/06/12,'CDI',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004950,2020-06-004950,'Chauffeur / Chauffeuse porte char - porte engins','Anonyme',2020/06/12,'Nouméa','Au moins 5 ans','Aucune formation scolaire','',1,2020/06/12,'CDD',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004948,2020-06-004948,'Inventoriste',' Easy Skill',2020/07/15,'Yaté','Au moins 5 ans','Bac +2','',4,2020/06/12,'CDD',Sud,-22.1593698,166.9442699,"https://www.google.fr/maps/place/Yat%C3%A9,+Nouvelle-Cal%C3%A9donie/@-22.1081683,166.6130656,11z/data=!3m1!4b1!4m5!3m4!1s0x6e82a8572601f66b:0xf4eccf212d959a83!8m2!3d-22.1254459!4d166.7798172"
https://emploi.gouv.nc/offres/2020-06-004946,2020-06-004946,'Chargé / Chargée d'études environnement',' TILT SARL',2020/06/12,'Nouméa','Aucune expérience professionnelle','Bac + 5 et plus ',"'Ingénieur ou Universitaire en Transport, Mobilité, Aménagement du territoire, SIG'",1,2020/06/12,'CDD évolutif',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004947,2020-06-004947,'Technicien / Technicienne de maintenance de parcs éoliens','WYNERGY NC',2020/07/01,'Mont-Dore (Le)','Au moins 3 ans','Bac +2','',1,2020/06/12,'CDI',Sud,-22.2265112,166.5255445,"https://www.google.fr/maps/place/Le+Mont-Dore,+Nouvelle-Cal%C3%A9donie/@-22.2737329,166.5637393,14z/data=!3m1!4b1!4m5!3m4!1s0x6c280f441ffd9e7d:0x5ee9a25d8268a16a!8m2!3d-22.2628708!4d166.5690519"
https://emploi.gouv.nc/offres/2020-06-004945,2020-06-004945,'Maçon / Maçonne',' SARL CT TERRASSEMENT',2020/06/12,'Hienghène','Au moins 3 ans','Aucune formation scolaire','',1,2020/06/12,'CDIC',Nord,-20.6893694,164.9440366,"https://www.google.fr/maps/place/Hiengh%C3%A9ne,+Nouvelle-Cal%C3%A9donie/@-20.6889162,164.9410916,17z/data=!3m1!4b1!4m5!3m4!1s0x6e9ea72795249ec3:0x89cde7bc87c4df0d!8m2!3d-20.6880978!4d164.9435279"
https://emploi.gouv.nc/offres/2020-06-004944,2020-06-004944,'Technicien / Technicienne en logistique industrielle',' Easy Skill',2020/06/12,'Yaté','Au moins 5 ans','Bac +2','',1,2020/06/12,'CDD',Sud,-22.1593698,166.9442699,"https://www.google.fr/maps/place/Yat%C3%A9,+Nouvelle-Cal%C3%A9donie/@-22.1081683,166.6130656,11z/data=!3m1!4b1!4m5!3m4!1s0x6e82a8572601f66b:0xf4eccf212d959a83!8m2!3d-22.1254459!4d166.7798172"
https://emploi.gouv.nc/offres/2020-06-004943,2020-06-004943,'Agent / Agente de production/fabrication en industrie alimentaire','Anonyme',2020/06/12,'Nouméa','Aucune expérience professionnelle',"'CAP, BEP'",'',1,2020/06/12,'CDD évolutif',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004942,2020-06-004942,'Animateur socioculturel / Animatrice socioculturelle','Ressourcerie de Nouméa',2020/07/01,'Nouméa','Moins d'1 an','Bac +2','',1,2020/06/12,'CDD-TP',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004938,2020-06-004938,'Contrôleur financier / Contrôleuse financière','MANPOWER PROFESSIONAL NC-MANPOWER BUSINESS',2020/06/11,'Nouméa','Au moins 5 ans','Bac + 5 et plus ',"'Type Grandes école de commerce spécialisation en finance, DSCG, Master en Contrôle de gestion'",1,2020/06/11,'CDI',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004937,2020-06-004937,'Ingénieur / Ingénieure système réseau informatique','SF2I',2020/06/11,'Nouméa','Au moins 1 an','Bac + 5 et plus ','Ingénieur système et réseaux',1,2020/06/11,'CDI',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004935,2020-06-004935,'Conseiller / Conseillère technique en action sociale','SECAL',2020/06/10,'Lifou','Au moins 5 ans','','',1,2020/06/11,'CDD',Îles Loyauté,-20.9327968,167.1657726,"https://www.google.fr/maps/place/Lifou/@-20.9324988,167.0952269,11z/data=!3m1!4b1!4m5!3m4!1s0x6e839e59fbbd5163:0x7c7186d04e917fa4!8m2!3d-21.0384968!4d167.2405153"
https://emploi.gouv.nc/offres/2020-06-004930,2020-06-004930,'Vendeur / Vendeuse en vins et spiritueux','Anonyme',2020/06/10,'Nouméa','Au moins 3 ans',"'Bac + 3, bac + 4'",'',1,2020/06/11,'CDI',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004925,2020-06-004925,'Boucher / Bouchère','JALLET',2020/06/10,'Dumbéa','Au moins 1 an',"'CAP, BEP'",'Boucher',1,2020/06/11,'CDI',Sud,-22.1676665,166.4580117,"https://www.google.fr/maps/place/Pa%C3%AFta,+Nouvelle-Cal%C3%A9donie/@-22.1317566,166.3477315,15z/data=!3m1!4b1!4m5!3m4!1s0x6c27f9584bb1dc5d:0xfe7856155b8c5d6b!8m2!3d-22.1311922!4d166.3579401"
https://emploi.gouv.nc/offres/2020-06-004920,2020-06-004920,'Vendeur / Vendeuse en jeux et loterie','Anonyme',2020/07/01,'Nouméa','Au moins 3 ans',"'Bac + 3, bac + 4'",'Informatique / mathématique / gestion',1,2020/06/11,'CDI',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004908,2020-06-004908,'Aide-soignant hospitalier / Aide-soignante hospitalière','HOPITAL PAULA THAVOAVIANON',2020/08/03,'Koumac','Au moins 1 an',"'CAP, BEP'",'diplome professionnel d' aide soignant ',1,2020/06/11,'CDD',Nord,-20.5613596,164.2811715,"https://www.google.fr/maps/place/Koumac,+Nouvelle-Cal%C3%A9donie/@-20.5593404,164.2557548,14z/data=!3m1!4b1!4m5!3m4!1s0x6e9ed82c58b1d9a3:0xc8e18a0f11cd21b!8m2!3d-20.549448!4d164.2707509"
https://emploi.gouv.nc/offres/2020-06-004904,2020-06-004904,'Boulanger-viennoisier / Boulangère-viennoisière','VOTRE BOULANGERIE',2020/06/09,'Nouméa','Au moins 1 an',"'CAP, BEP'",'Boulangerie',1,2020/06/11,'CDD évolutif',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004898,2020-06-004898,'Ingénieur / Ingénieure géologue','Anonyme',2020/06/08,'Nouméa','Au moins 10 ans','Bac + 5 et plus ','Ingénieur en  génie civil ou géologue spécialisé en géotechnique',1,2020/06/11,'CDI',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004922,2020-06-004922,'Réceptionnaire en atelier mécanique automobile','MANPOWER PROFESSIONAL NC-MANPOWER BUSINESS',2020/06/10,'Nouméa','Au moins 3 ans','Bac +2','Commerce',1,2020/06/10,'CDD évolutif',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004933,2020-06-004933,'Technico-commercial / Technico-commerciale','MANPOWER PROFESSIONAL NC-MANPOWER BUSINESS',2020/06/10,'Nouméa','Au moins 3 ans','Bac +2','BTS Négociation et relation client',1,2020/06/10,'CDD évolutif',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004928,2020-06-004928,'Technicien / Technicienne de hot line en informatique',' MF2G',2020/08/01,'Nouméa','Au moins 3 ans','Bac +2','',1,2020/06/10,'CDD évolutif',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004924,2020-06-004924,'Ergothérapeute',' Calédonie Santé SAS ',2020/04/27,'Dumbéa','Au moins 1 an',"'Bac + 3, bac + 4'",'Diplôme d'Etat d'Ergothérapeute ',1,2020/06/10,'CDD',Sud,-22.1676665,166.4580117,"https://www.google.fr/maps/place/Pa%C3%AFta,+Nouvelle-Cal%C3%A9donie/@-22.1317566,166.3477315,15z/data=!3m1!4b1!4m5!3m4!1s0x6c27f9584bb1dc5d:0xfe7856155b8c5d6b!8m2!3d-22.1311922!4d166.3579401"
https://emploi.gouv.nc/offres/2020-06-004919,2020-06-004919,'Technicien / Technicienne de surface','NETO-VITE',2020/06/10,'Nouméa','Au moins 1 an','Aucune formation scolaire','',1,2020/06/10,'CDD-TP',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004918,2020-06-004918,'Laveur / Laveuse de vitres polyvalent / polyvalente','NETO-VITE',2020/06/10,'Nouméa','Au moins 1 an','Aucune formation scolaire','',1,2020/06/10,'CDD-TP',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004917,2020-06-004917,'Préparateur / Préparatrice en pharmacie d'officine','PHARMACIE DE DUCOS',2020/07/15,'Nouméa','Au moins 1 an','Bac +2','Diplôme Brevet Préparateur en Pharmacie indispensable',1,2020/06/09,'CDD évolutif',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004916,2020-06-004916,'Pharmacien assistant / Pharmacienne assistante','PHARMACIE DE DUCOS',2020/12/01,'Nouméa','Au moins 1 an','Bac + 5 et plus ','Pharmacien enregistré au COPNC',1,2020/06/09,'CDD',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004915,2020-06-004915,'Mandataire judiciaire à la protection des majeurs','ACSMS-TUTELLE',2020/06/09,'Nouméa','Au moins 1 an',"'Bac + 3, bac + 4'",'Certificat National de cOmpétence MJPM',1,2020/06/09,'CDI',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004914,2020-06-004914,'Assistant / Assistante gestionnaire en immobilier','NOUMEA IMMOBILIER SYNDIC',2020/06/09,'Nouméa','Au moins 3 ans','Bac +2','BTS OU DU PROFESSIONS IMMOBILIERES',1,2020/06/09,'CDI',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004913,2020-06-004913,'Responsable commercial / commerciale','Anonyme',2020/09/01,'Dumbéa','Au moins 5 ans','Bac +2','BTS ou DUT',1,2020/06/09,'CDI',Sud,-22.1676665,166.4580117,"https://www.google.fr/maps/place/Pa%C3%AFta,+Nouvelle-Cal%C3%A9donie/@-22.1317566,166.3477315,15z/data=!3m1!4b1!4m5!3m4!1s0x6c27f9584bb1dc5d:0xfe7856155b8c5d6b!8m2!3d-22.1311922!4d166.3579401"
https://emploi.gouv.nc/offres/2020-06-004911,2020-06-004911,'Mécanicien / Mécanicienne diéséliste',' Easy Skill',2020/06/09,'Yaté','Au moins 5 ans','Bac +2','',1,2020/06/09,'CDI',Sud,-22.1593698,166.9442699,"https://www.google.fr/maps/place/Yat%C3%A9,+Nouvelle-Cal%C3%A9donie/@-22.1081683,166.6130656,11z/data=!3m1!4b1!4m5!3m4!1s0x6e82a8572601f66b:0xf4eccf212d959a83!8m2!3d-22.1254459!4d166.7798172"
https://emploi.gouv.nc/offres/2020-06-004909,2020-06-004909,'Commercial / Commerciale auprès d'une clientèle d'entreprises','COSMECAL',2020/06/09,'Païta','Au moins 3 ans',"'Bac, bac professionnel'",'',1,2020/06/09,'CDI-TP',Sud,-22.1311499,166.3678601,"https://www.google.fr/maps/place/Pa%C3%AFta,+Nouvelle-Cal%C3%A9donie/@-22.1317566,166.3477315,15z/data=!3m1!4b1!4m5!3m4!1s0x6c27f9584bb1dc5d:0xfe7856155b8c5d6b!8m2!3d-22.1311922!4d166.3579401"
https://emploi.gouv.nc/offres/2020-06-004907,2020-06-004907,'Vendeur / Vendeuse en chaussures','Anonyme',2020/07/01,'Nouméa','Au moins 1 an',"'Bac, bac professionnel'",'Commerce',1,2020/06/09,'CDD-TP évolutif',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
https://emploi.gouv.nc/offres/2020-06-004906,2020-06-004906,'Employé / Employée de libre-service','Anonyme',2020/06/09,'Nouméa','Au moins 1 an',"'Bac, bac professionnel'",'commerce',1,2020/06/09,'CDD évolutif',Sud,-22.2745264,166.442419,"https://www.google.fr/maps/place/Noum%C3%A9a,+Nouvelle-Cal%C3%A9donie/@-22.2642742,166.4098474,13z/data=!3m1!4b1!4m5!3m4!1s0x6c27e2693f1a32cb:0x7bf1b22af312dd00!8m2!3d-22.2734912!4d166.4480887"
